description,label_history,label_food,label_adventure,label_culture,label_nature,label_relaxation,label_shopping,label_nightlife,label_family,label_local_experience,label_luxury,label_budget_conscious,label_accessibility,label_early_riser,label_night_owl,label_off_beaten_path,label_instagram_worthy,label_needs_breaks,label_sustainable,label_vegetarian,label_group_activities
"I'm looking for a city with a vibrant nightlife scene, but also places where my family can have fun, and some historical sites to learn from.  I want experiences that feel authentically local, photo opportunities that are Instagram-worthy, and breaks built into the itinerary so we don't get burned out.",1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0
"I love exploring new places with my family, and we always look for opportunities for fun group activities.  We're also a night-owl family, so we're happy to stay up late and experience the local nightlife.",0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"I love finding unique, local shops while traveling, and it's great to explore a new place with my family.  We're always up for an early morning adventure to experience the area before the crowds.  And of course, some upscale accommodations are a must!",0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
"I'm really into experiencing local cultures and trying new foods, and I love a good shopping spree.  Plus, I prefer to travel with a group for some shared adventures, and luxury accommodations are a must for me.",0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"I'm really drawn to places with a rich history and fascinating cultural stories.  I love soaking up the atmosphere at night, and I'm always looking for ways to support eco-friendly businesses and practices while I travel.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"I love soaking up the history of a place, and I'm always on the hunt for a great souvenir or two, so a good shopping scene is a must.  Luxury accommodations and delicious vegetarian options are also a big plus, and naturally, I want some photo-worthy spots to share on Instagram!",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"I'm looking for a city with a vibrant nightlife scene,  delicious food, and importantly,  places that are easily accessible for someone with mobility needs.  I'm a night owl, so ideally, the spots I'm checking out stay open late and  have sustainable practices.",0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
"I'm looking for a city with a rich history, vibrant nightlife, and places where my family can enjoy themselves, ideally with easy access to everything and plenty of vegetarian options for us.  I also really want to get a feel for the local culture.",1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0
"We're looking for a family-friendly destination with a vibrant nightlife scene, ideally somewhere luxurious.  And since I'm a vegetarian,  finding delicious vegetarian options is a must.",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
"We're looking for a family-friendly trip that's packed with group activities, immersing us in local culture while respecting the environment.  Sustainable practices are a must, and ideally, we'll be surrounded by beautiful nature.",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"I love exploring a city's unique shops and hidden gems, and the nightlife is a must-have for me.  I'm looking for an affordable trip that lets me experience the local culture firsthand.",0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"We're a family who loves history and soaking up the local culture, but we're always looking for a good time, especially at night, so we're hoping to find a place where we can keep costs down while still enjoying the nightlife.",1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"I love soaking up the local culture and history, but I also need regular breaks to recharge, preferably in stunning natural settings.  Plus, I'm always looking for authentic, hands-on experiences that make for killer Instagram posts.",1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"I'm looking for a family-friendly destination with lots of historical sites to explore, and ideally, some group activities so we can all bond.  Naturally, accessibility is important, and a place with beautiful nature to relax and unwind would be perfect.",1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"I love exploring new cultures, and I'm always up for finding unique souvenirs with my family.  We're a pretty early-to-bed, early-to-rise bunch, and we really enjoy splurging on a nice hotel while we're sightseeing.",0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"I love soaking up a destination's culture and history, but I also need a place where I can unwind.  I'm an early bird, so a chance to explore before the crowds get there is a big plus, and  I need to make sure the location is easily accessible for me.",1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"We're looking for a family-friendly destination with some cool nightlife options, ideally somewhere off the typical tourist trails.  We want to experience local life and stay within a reasonable budget.",0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
"I love soaking up the history of a place, and I'm always on the hunt for unique shops.  I also prioritize easy access to sites and want to experience the local culture firsthand, ideally in a luxurious way.",1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"I'm looking for places with amazing culture and delicious food, ideally somewhere instagram-worthy.  I love a good night out and would prefer a luxurious experience, not just a place to sleep.",0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"I love to get up early to beat the crowds and soak in the local atmosphere, and my family absolutely adores trying new foods.  We always make it a point to seek out the local markets and restaurants.",0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"I'm looking for a trip that balances exploring historical sites with plenty of opportunities for relaxation and family time.  Group activities would be great, and I'd prefer something that prioritizes sustainability.  Just make sure there are built-in breaks, though, so we can recharge.",1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
"I'm looking for a city with a vibrant nightlife scene,  plus some historical sites to explore.  I also want to stay somewhere that prioritizes sustainability and has some really photogenic spots for Instagram.",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"I love exploring new places, especially ones where I can get a real taste of the local culture.  I'm always up for an early morning hike or a delicious, affordable breakfast, and I try to find activities that the whole family can enjoy.",0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
"I'm really drawn to places off the main tourist trail, where I can experience the local culture firsthand.  I love browsing unique shops and finding hidden gems, and the vibrant nightlife is a huge plus, especially if it stays up late.  Sustainable practices are important to me, too.",0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
"I love a good night scene, but I also need some downtime built into the trip so I can recharge.  I'm always up for trying new foods and soaking up the local culture, and hopefully there's some family-friendly activities too.  Plus, I'm an early bird and love a picture-perfect moment to share on Instagram.",0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
"I love finding unique shops and trying local delicacies, especially if they're Instagram-worthy.  A luxurious stay, where I can enjoy delicious vegetarian options, is also a must for me.",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"I love exploring new places with my family, especially those steeped in history.  We're always up for an adventure, but need something accessible and with photo-worthy spots, and I'm definitely an early bird!",1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
"I love a city that's buzzing with nightlife, especially for those late-night hangouts.  I also enjoy exploring the history and culture, and group activities are a great way to experience new places. Plus, I'm always up for some great shopping!",1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"I love finding unique local shops and markets, especially when traveling with my family.  We're always up for a good night out, but I'm also happy to hit the hay early to make the most of our days exploring and stay on a tighter budget.",0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
"I love exploring new places, especially those with lots of cool shops and hidden gems.  I'm an early bird, and I always try to find spots that are photogenic and easy to get around.",0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"I love a city with a vibrant nightlife, but I also need some quiet time for relaxation.  Food is a huge priority, and I'm always looking for hidden historical gems, preferably ones that are photogenic enough for Instagram.  I'm aiming for a good value, though, so I'm a big fan of early mornings to get the best deals and beat the crowds.",1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
"I love exploring less-traveled spots, and I'm an early bird, so I can hit the local markets for some unique souvenirs before the crowds arrive.  I also prioritize places with eco-friendly practices,  and need plenty of downtime to relax and recharge after a day of sightseeing.",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"I love getting up before sunrise to explore the wilderness, and nothing beats a good hike with a group of people.  Adventure and nature are my go-to for a great time.",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"I love exploring new places, especially ones with amazing food and opportunities for family adventures.  I'm always looking for Instagram-worthy spots and chances to do fun group activities, while still splurging on a bit of luxury.",0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
"I'm looking for a destination with vibrant nightlife, ideally somewhere I can enjoy some thrilling adventures.  A luxurious experience with group activities would be perfect for making lasting memories with friends.",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"I'm looking for a trip filled with adventurous activities in beautiful natural settings.  I'd love to be part of a group for some of the excursions, and a bit of luxury would be nice, especially since I'm vegetarian and want to ensure there are options for me throughout the journey.",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"We're a family looking for a place with good shopping options, preferably with accessible paths so everyone can get around easily.  And, since I'm a vegetarian, it's important to me that the restaurants have vegetarian options.",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"I'm looking for a destination that has some lively nightlife, but also has cool local culture to explore.  I want to find some unique shops that aren't in the typical tourist traps, and also have a place to relax and unwind after a day of exploring.  Ideally, it would be somewhere off the beaten path and support sustainable practices.",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"I'm looking for a family-friendly destination with lots of outdoor activities and nature, ideally somewhere where we can do some fun group adventures together.  We're also keen on places that prioritize sustainability and have good vegetarian options, and of course, a vibrant nightlife for a bit of evening fun.",0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
"I love traveling with my family, and we always try to find those lesser-known spots.  We're big on trying local food, and it's amazing how much you can learn about a place by just experiencing its unique markets and restaurants.",0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"I love getting up super early to beat the crowds and grab those perfect Instagram shots of sunrise vistas.  Then, it's all about exploring new places, trying local delicacies, and finding hidden gems.",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"I love exploring a city's vibrant nightlife, soaking up the local culture, and finding unique, high-end shops.  A truly memorable trip for me involves experiencing the best of a place, from the fancy restaurants to the hidden local gems.",0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"I'm always looking for destinations that offer a real taste of the local culture, amazing food experiences, and beautiful scenery.  Getting lost in the local markets and hidden gems is key for me, and I love snapping photos of the breathtaking views.",0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"I love exploring new places, especially if there are cool shops to browse.  I'm a night person, so late-night vibes are great, and I prefer destinations with easy access for everyone.  Plus, I'm always looking for places that are committed to being eco-friendly.",0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
